campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,campaign_duration,calculated_roi,roi_comparison,net_profit,start_month,start_month_name,start_quarter,start_year,end_month,end_month_name,end_quarter,end_year,start_day_of_week,campaign_quarter,revenue_category,calculated_roi_performance,budget_category,conversion_performance,profit_margin,revenue_per_day,is_profitable,is_high_performing,is_holiday_campaign,is_long_campaign,is_digital,cost_per_conversion
Multi-channeled intermediate project,2023-07-10,2024-06-11,30866.33,0.4,webinar,B2C,paid,0.51,487045.64,337,1477.92,Different,456179.31,7,July,3,2023,6,June,2,2024,Monday,3Q2023,medium revenue,Muy alto,medium budget,Media,0.9366253848407307,1445.239287833828,1,1,0,0,1,605.2221568627451
Re-engineered 24/7 benchmark,2022-10-07,2023-08-02,60761.56,0.6,podcast,B2C,paid,0.46,560912.6,299,823.14,Different,500151.04,10,October,4,2022,8,August,3,2023,Friday,4Q2022,medium revenue,Muy alto,high budget,Media,0.891673747389522,1875.961872909699,1,1,0,0,1,1320.9034782608694
Automated 6thgeneration solution,2023-04-10,2023-08-27,82351.52,0.99,podcast,B2C,organic,0.27,470489.22,139,471.32,Different,388137.69999999995,4,April,2,2023,8,August,3,2023,Monday,2Q2023,medium revenue,Muy alto,high budget,Baja,0.8249661915739536,3384.8145323741005,1,1,0,0,1,3050.0562962962963
Persevering asymmetric orchestration,2022-10-23,2024-03-12,68860.82,0.33,webinar,B2C,organic,0.82,360686.83,506,423.79,Different,291826.01,10,October,4,2022,3,March,1,2024,Sunday,4Q2022,low revenue,Muy alto,high budget,Alta,0.8090841853028014,712.8198221343874,1,1,0,1,1,839.7660975609757
Enhanced web-enabled knowledge user,2023-04-24,2024-05-25,71941.12,0.99,webinar,B2C,referral,0.67,793615.75,397,1003.15,Different,721674.63,4,April,2,2023,5,May,2,2024,Monday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9093501861574698,1999.0321158690176,1,1,0,1,0,1073.7480597014924
Multi-tiered fresh-thinking monitoring,2023-01-31,2024-01-23,92487.68,0.5,social media,B2C,organic,0.48,539681.9,357,483.52,Different,447194.22000000003,1,January,1,2023,1,January,1,2024,Tuesday,1Q2023,medium revenue,Muy alto,high budget,Media,0.8286255662826565,1511.714005602241,1,1,1,0,1,1926.8266666666666
Up-sized bifurcated budgetary management,2023-06-21,2024-03-29,65932.3,0.46,email,B2B,paid,0.64,868615.57,282,1217.44,Different,802683.2699999999,6,June,2,2023,3,March,1,2024,Wednesday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9240949595227724,3080.1970567375884,1,1,0,0,1,1030.1921875
Configurable 6thgeneration approach,2023-07-20,2023-08-05,89898.65,0.51,social media,B2C,paid,0.94,940644.5,16,946.34,Different,850745.85,7,July,3,2023,8,August,3,2023,Thursday,3Q2023,high revenue,Muy alto,high budget,Muy alta,0.9044286656648712,58790.28125,1,1,0,0,1,956.3686170212766
Networked zero administration hardware,2023-06-18,2024-01-12,79330.1,0.6,webinar,B2C,promotion,0.6,993317.73,208,1152.13,Different,913987.63,6,June,2,2023,1,January,1,2024,Sunday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9201362287170692,4775.566009615384,1,1,0,0,0,1322.1683333333335
Integrated dedicated solution,2023-04-25,2023-09-26,49871.16,0.59,webinar,B2B,promotion,0.13,753551.91,154,1411.0,Different,703680.75,4,April,2,2023,9,September,3,2023,Tuesday,2Q2023,high revenue,Muy alto,medium budget,Baja,0.9338185474176557,4893.194220779221,1,1,0,0,0,3836.2430769230773
Managed coherent Local Area Network,2022-08-22,2024-07-09,86898.8,0.2,email,B2B,paid,0.63,627464.79,687,622.06,Different,540565.99,8,August,3,2022,7,July,3,2024,Monday,3Q2022,medium revenue,Muy alto,high budget,Alta,0.8615080855772002,913.3403056768559,1,1,0,1,1,1379.3460317460317
Assimilated bifurcated policy,2023-07-12,2024-06-07,88219.78,0.56,podcast,B2C,organic,0.9,385119.98,331,336.55,Different,296900.19999999995,7,July,3,2023,6,June,2,2024,Wednesday,3Q2023,low revenue,Muy alto,high budget,Muy alta,0.7709291011076599,1163.5044712990937,1,1,0,0,1,980.2197777777777
Intuitive secondary initiative,2023-07-21,2023-10-02,40691.9,0.87,email,B2C,organic,0.5,924409.28,73,2171.73,Different,883717.38,7,July,3,2023,10,October,4,2023,Friday,3Q2023,high revenue,Muy alto,medium budget,Media,0.9559806452830071,12663.140821917808,1,1,0,0,1,813.8380000000001
Reverse-engineered bandwidth-monitored encoding,2023-04-13,2023-12-22,72683.1,0.37,social media,B2B,paid,0.71,778626.74,253,971.26,Different,705943.64,4,April,2,2023,12,December,4,2023,Thursday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9066521912668964,3077.57604743083,1,1,0,0,1,1023.705633802817
Adaptive 24/7 open architecture,2023-04-28,2024-04-26,11646.16,0.8,email,B2B,organic,0.81,13324.2,364,14.41,Different,1678.0400000000009,4,April,2,2023,4,April,2,2024,Friday,2Q2023,low revenue,Muy alto,low budget,Alta,0.12593926839885328,36.604945054945055,1,1,0,1,1,143.77975308641976
Grass-roots holistic migration,2022-08-26,2023-12-23,89917.95,0.67,email,B2B,promotion,0.24,736828.76,484,719.45,Different,646910.81,8,August,3,2022,12,December,4,2023,Friday,3Q2022,high revenue,Muy alto,high budget,Baja,0.8779662862236811,1522.3734710743802,1,1,0,1,0,3746.5812499999997
Face-to-face background methodology,2022-11-26,2024-04-19,78099.81,0.94,webinar,B2C,organic,0.35,535075.58,510,585.12,Different,456975.76999999996,11,November,4,2022,4,April,2,2024,Saturday,4Q2022,medium revenue,Muy alto,high budget,Media,0.8540396666953106,1049.1678039215685,1,1,1,1,1,2231.423142857143
Visionary neutral attitude,2023-07-02,2024-07-25,35717.61,0.19,podcast,B2C,organic,0.1,146092.95,389,309.02,Different,110375.34000000001,7,July,3,2023,7,July,3,2024,Sunday,3Q2023,low revenue,Muy alto,medium budget,Baja,0.7555144858119437,375.56028277634965,1,1,0,1,1,3571.761
Grass-roots tertiary adapter,2023-02-21,2024-03-25,74243.84,0.9,webinar,B2B,promotion,0.95,562833.1,398,658.09,Different,488589.26,2,February,1,2023,3,March,1,2024,Tuesday,1Q2023,medium revenue,Muy alto,high budget,Muy alta,0.8680890658349696,1414.1535175879396,1,1,0,1,0,781.5141052631578
Function-based dynamic focus group,2022-12-17,2024-02-08,25475.7,0.1,webinar,B2C,paid,0.43,869402.93,418,3312.68,Different,843927.2300000001,12,December,4,2022,2,February,1,2024,Saturday,4Q2022,high revenue,Muy alto,low budget,Media,0.9706974762553423,2079.911315789474,1,1,1,1,1,592.4581395348837
Multi-tiered stable installation,2023-03-23,2024-04-15,28552.53,0.1,webinar,B2C,paid,0.2,472180.81,389,1553.73,Different,443628.28,3,March,1,2023,4,April,2,2024,Thursday,1Q2023,medium revenue,Muy alto,low budget,Baja,0.9395305158631924,1213.8324164524422,1,1,0,1,1,1427.6264999999999
Proactive explicit migration,2023-07-06,2023-08-06,38420.97,0.96,social media,B2C,organic,0.58,833349.14,31,2069.0,Different,794928.17,7,July,3,2023,8,August,3,2023,Thursday,3Q2023,high revenue,Muy alto,medium budget,Media,0.9538957105061632,26882.230322580646,1,1,0,0,1,662.4305172413794
Reactive eco-centric synergy,2023-07-03,2024-04-23,39225.15,0.28,email,B2B,paid,0.84,127445.11,295,224.91,Different,88219.95999999999,7,July,3,2023,4,April,2,2024,Monday,3Q2023,low revenue,Muy alto,medium budget,Alta,0.6922192620807498,432.0173220338983,1,1,0,0,1,466.96607142857147
Synergized bottom-line paradigm,2022-12-06,2024-07-09,94432.87,0.63,social media,B2C,organic,0.2,524902.66,581,455.85,Different,430469.79000000004,12,December,4,2022,7,July,3,2024,Tuesday,4Q2022,medium revenue,Muy alto,high budget,Baja,0.8200945104755233,903.4469191049915,1,1,1,1,1,4721.6435
Phased attitude-oriented standardization,2023-07-03,2024-05-12,87100.53,0.53,podcast,B2B,referral,0.32,959625.18,314,1001.74,Different,872524.65,7,July,3,2023,5,May,2,2024,Monday,3Q2023,high revenue,Muy alto,high budget,Media,0.9092348431290642,3056.1311464968153,1,1,0,0,0,2721.8915625
Open-architected bottom-line algorithm,2022-11-11,2023-11-15,81473.25,0.96,webinar,B2C,paid,0.37,471361.8,369,478.55,Different,389888.55,11,November,4,2022,11,November,4,2023,Friday,4Q2022,medium revenue,Muy alto,high budget,Media,0.8271534731919302,1277.4032520325202,1,1,1,1,1,2201.9797297297296
Open-source homogeneous product,2023-05-31,2023-09-30,89921.79,0.79,webinar,B2B,organic,0.51,423523.6,122,370.99,Different,333601.81,5,May,2,2023,9,September,3,2023,Wednesday,2Q2023,medium revenue,Muy alto,high budget,Media,0.7876817490217782,3471.504918032787,1,1,0,0,1,1763.1723529411763
Reduced tertiary implementation,2022-08-10,2023-10-22,93538.7,0.83,email,B2B,organic,0.4,949355.73,438,914.93,Different,855817.03,8,August,3,2022,10,October,4,2023,Wednesday,3Q2022,high revenue,Muy alto,high budget,Media,0.9014713904976378,2167.478835616438,1,1,0,1,1,2338.4674999999997
Proactive incremental framework,2022-12-16,2024-05-21,96760.38,0.12,email,B2B,referral,0.33,353251.17,522,265.08,Different,256490.78999999998,12,December,4,2022,5,May,2,2024,Friday,4Q2022,low revenue,Muy alto,high budget,Media,0.7260861726232923,676.7263793103448,1,1,1,1,0,2932.1327272727276
Quality-focused hybrid policy,2023-01-28,2024-05-10,90020.46,0.55,social media,B2C,promotion,0.9,766391.61,468,751.35,Different,676371.15,1,January,1,2023,5,May,2,2024,Saturday,1Q2023,high revenue,Muy alto,high budget,Muy alta,0.8825398675750117,1637.5889102564101,1,1,1,1,0,1000.2273333333334
Progressive 24hour utilization,2022-11-01,2024-03-14,14495.84,0.3,podcast,B2C,referral,0.56,105658.26,499,628.89,Different,91162.42,11,November,4,2022,3,March,1,2024,Tuesday,4Q2022,low revenue,Muy alto,low budget,Media,0.86280447927119,211.73999999999998,1,1,1,1,0,258.8542857142857
Organized coherent utilization,2022-09-12,2024-05-18,7889.64,0.52,email,B2C,referral,0.56,160161.3,614,1930.02,Different,152271.65999999997,9,September,3,2022,5,May,2,2024,Monday,3Q2022,low revenue,Muy alto,low budget,Media,0.9507394108314554,260.8490228013029,1,1,0,1,0,140.88642857142855
Versatile user-facing benchmark,2022-09-19,2024-05-21,53658.92,0.9,social media,B2B,promotion,0.0,761292.13,610,1318.76,Different,707633.21,9,September,3,2022,5,May,2,2024,Monday,3Q2022,high revenue,Muy alto,high budget,Baja,0.9295159927635137,1248.0198852459016,1,1,0,1,0,0.0
Public-key fresh-thinking intranet,2023-07-23,2024-04-01,88296.95,0.19,webinar,B2C,referral,0.13,928231.8,253,951.26,Different,839934.8500000001,7,July,3,2023,4,April,2,2024,Sunday,3Q2023,high revenue,Muy alto,high budget,Baja,0.9048761850218879,3668.9003952569174,1,1,0,0,0,6792.073076923077
Self-enabling bandwidth-monitored array,2022-09-15,2024-04-05,42970.96,0.84,webinar,B2C,referral,0.68,345521.31,568,704.08,Different,302550.35,9,September,3,2022,4,April,2,2024,Thursday,3Q2022,low revenue,Muy alto,medium budget,Alta,0.8756344145604217,608.3121654929578,1,1,0,1,0,631.9258823529411
Profound disintermediate analyzer,2022-12-16,2023-11-09,49418.2,0.4,social media,B2B,paid,0.83,917197.39,328,1755.99,Different,867779.1900000001,12,December,4,2022,11,November,4,2023,Friday,4Q2022,high revenue,Muy alto,medium budget,Alta,0.9461204310666432,2796.333506097561,1,1,1,0,1,595.4
Triple-buffered next generation moderator,2023-07-22,2024-02-17,96955.19,0.51,webinar,B2B,promotion,0.51,605117.55,210,524.12,Different,508162.36000000004,7,July,3,2023,2,February,1,2024,Saturday,3Q2023,medium revenue,Muy alto,high budget,Media,0.8397746189975815,2881.512142857143,1,1,0,0,0,1901.0821568627453
Horizontal national alliance,2022-12-20,2023-11-10,59550.27,0.47,social media,B2C,referral,0.42,345405.0,325,480.02,Different,285854.73,12,December,4,2022,11,November,4,2023,Tuesday,4Q2022,low revenue,Muy alto,high budget,Media,0.8275929126677378,1062.7846153846153,1,1,1,0,0,1417.8635714285713
Team-oriented mobile contingency,2023-03-29,2024-01-25,55219.7,0.97,podcast,B2B,promotion,0.64,643859.1,302,1066.0,Different,588639.4,3,March,1,2023,1,January,1,2024,Wednesday,1Q2023,medium revenue,Muy alto,high budget,Alta,0.9142363600980401,2131.983774834437,1,1,0,0,0,862.8078125
Persistent grid-enabled contingency,2022-10-14,2024-02-06,38978.72,0.1,podcast,B2C,organic,0.25,730692.49,480,1774.59,Different,691713.77,10,October,4,2022,2,February,1,2024,Friday,4Q2022,high revenue,Muy alto,medium budget,Baja,0.9466550970025709,1522.2760208333334,1,1,0,1,1,1559.1488
Reactive real-time array,2023-06-21,2024-04-13,77106.38,0.34,podcast,B2C,promotion,0.39,187751.15,297,143.5,Different,110644.76999999999,6,June,2,2023,4,April,2,2024,Wednesday,2Q2023,low revenue,Muy alto,high budget,Media,0.5893160707670765,632.1587542087542,1,1,0,0,0,1977.0866666666668
Programmable asynchronous encryption,2023-01-17,2023-12-22,16485.72,0.89,podcast,B2B,referral,0.41,9714.17,339,-41.08,Different,-6771.550000000001,1,January,1,2023,12,December,4,2023,Tuesday,1Q2023,low revenue,Muy bajo,low budget,Media,-0.6970796269779097,28.65536873156342,0,0,1,0,0,402.0907317073171
Object-based web-enabled intranet,2023-06-01,2023-08-11,32297.26,0.93,webinar,B2B,promotion,0.17,919995.28,71,2748.52,Different,887698.02,6,June,2,2023,8,August,3,2023,Thursday,2Q2023,high revenue,Muy alto,medium budget,Baja,0.964894102500178,12957.68,1,1,0,0,0,1899.8388235294117
Universal exuding artificial intelligence,2023-04-25,2024-07-24,80372.5,0.3,webinar,B2B,paid,0.3,260204.2,456,223.75,Different,179831.7,4,April,2,2023,7,July,3,2024,Tuesday,2Q2023,low revenue,Muy alto,high budget,Media,0.6911175914916055,570.6232456140351,1,1,0,1,1,2679.0833333333335
Cross-group bandwidth-monitored time-frame,2022-11-30,2024-03-18,51871.97,0.56,email,B2B,paid,0.55,389969.52,474,651.79,Different,338097.55000000005,11,November,4,2022,3,March,1,2024,Wednesday,4Q2022,low revenue,Muy alto,high budget,Media,0.8669845530491718,822.720506329114,1,1,1,1,1,943.1267272727272
Multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,0.0,email,B2C,paid,0.25,880106.4,189,1566.71,Different,827301.53,4,April,2,2023,10,October,4,2023,Saturday,2Q2023,high revenue,Muy alto,high budget,Baja,0.940001720246552,4656.647619047619,1,1,0,0,1,2112.1948
Multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,0.84,social media,B2B,referral,0.73,720494.61,144,901.52,Different,648554.34,4,April,2,2023,9,September,3,2023,Friday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9001515500580913,5003.434791666667,1,1,0,0,0,985.4831506849316
Re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,0.58,social media,B2B,referral,0.27,607963.82,204,626.83,Different,524318.2799999999,3,March,1,2023,10,October,4,2023,Sunday,1Q2023,medium revenue,Muy alto,high budget,Baja,0.8624169115852979,2980.2148039215685,1,1,0,0,0,3097.9829629629626
Compatible actuating utilization,2022-09-29,2024-03-14,40895.28,0.84,webinar,B2C,promotion,0.53,322795.47,532,689.32,Different,281900.18999999994,9,September,3,2022,3,March,1,2024,Thursday,3Q2022,low revenue,Muy alto,medium budget,Media,0.8733090027564512,606.758402255639,1,1,0,1,0,771.6090566037735
Compatible full-range open system,2023-05-29,2024-06-04,33898.88,0.5,social media,B2B,referral,0.58,300424.53,372,786.24,Different,266525.65,5,May,2,2023,6,June,2,2024,Monday,2Q2023,low revenue,Muy alto,medium budget,Media,0.8871634083941148,807.5928225806452,1,1,0,1,0,584.4634482758621
Switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,0.77,webinar,B2B,paid,0.53,486051.65,245,949.55,Different,439741.37,3,March,1,2023,11,November,4,2023,Tuesday,1Q2023,medium revenue,Muy alto,medium budget,Media,0.9047214838176149,1983.8842857142859,1,1,0,0,1,873.7788679245283
Monitored maximized project,2023-05-07,2024-05-17,32095.6,0.69,email,B2B,promotion,0.37,442320.4,376,1278.13,Different,410224.80000000005,5,May,2,2023,5,May,2,2024,Sunday,2Q2023,medium revenue,Muy alto,medium budget,Media,0.9274381195169836,1176.3840425531916,1,1,0,1,0,867.4486486486486
Compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,0.84,webinar,B2C,organic,0.57,687313.27,298,615.8,Different,591293.5800000001,1,January,1,2023,11,November,4,2023,Friday,1Q2023,high revenue,Muy alto,high budget,Media,0.8602970520269455,2306.420369127517,1,1,1,0,1,1684.5559649122808
Profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,0.76,social media,B2C,paid,0.94,734015.4,319,2446.23,Different,705187.87,10,October,4,2022,8,August,3,2023,Monday,4Q2022,high revenue,Muy alto,low budget,Muy alta,0.9607262599667526,2300.9887147335426,1,1,0,0,1,306.6758510638298
Focused holistic collaboration,2023-01-31,2023-11-02,89440.32,0.88,email,B2C,promotion,0.85,931725.82,275,941.73,Different,842285.5,1,January,1,2023,11,November,4,2023,Tuesday,1Q2023,high revenue,Muy alto,high budget,Alta,0.9040057513915414,3388.0938909090905,1,1,1,0,0,1052.2390588235296
Optimized zero administration task-force,2022-12-31,2024-01-14,31564.29,0.77,podcast,B2B,referral,0.83,931183.22,379,2850.12,Different,899618.9299999999,12,December,4,2022,1,January,1,2024,Saturday,4Q2022,high revenue,Muy alto,medium budget,Alta,0.9661030296486657,2456.947810026385,1,1,1,1,0,380.29265060240965
Customizable zero administration application,2022-08-27,2024-01-01,86492.2,0.38,podcast,B2B,paid,0.23,122398.7,492,41.51,Different,35906.5,8,August,3,2022,1,January,1,2024,Saturday,3Q2022,low revenue,Muy alto,high budget,Baja,0.29335687388836645,248.7778455284553,1,1,0,1,1,3760.5304347826086
Ameliorated grid-enabled capability,2023-01-19,2023-10-02,13105.34,0.37,social media,B2B,paid,0.6,501764.55,256,3728.7,Different,488659.20999999996,1,January,1,2023,10,October,4,2023,Thursday,1Q2023,medium revenue,Muy alto,low budget,Alta,0.9738814948166425,1960.0177734375,1,1,1,0,1,218.42233333333334
Monitored full-range matrix,2022-09-02,2023-10-11,27771.85,0.39,social media,B2B,referral,0.58,673575.17,404,2325.39,Different,645803.3200000001,9,September,3,2022,10,October,4,2023,Friday,3Q2022,high revenue,Muy alto,low budget,Media,0.9587694867077716,1667.2652722772277,1,1,0,1,0,478.82500000000005
Multi-tiered empowering adapter,2023-02-24,2023-09-29,30544.22,0.83,podcast,B2B,organic,0.47,40247.47,217,31.77,Different,9703.25,2,February,1,2023,9,September,3,2023,Friday,1Q2023,low revenue,Muy alto,medium budget,Media,0.24108968837047395,185.47221198156683,1,1,0,0,1,649.8770212765958
Re-contextualized mission-critical help-desk,2023-03-28,2023-11-22,35286.84,0.17,webinar,B2B,paid,0.45,195049.24,239,452.75,Different,159762.4,3,March,1,2023,11,November,4,2023,Tuesday,1Q2023,low revenue,Muy alto,medium budget,Media,0.8190875288721966,816.1056066945606,1,1,0,0,1,784.1519999999999
Face-to-face foreground service-desk,2023-03-15,2024-05-07,23254.87,0.66,social media,B2C,promotion,0.59,817356.61,419,3414.78,Different,794101.74,3,March,1,2023,5,May,2,2024,Wednesday,1Q2023,high revenue,Muy alto,low budget,Media,0.9715486854630074,1950.7317661097852,1,1,0,1,0,394.15033898305086
Re-contextualized solution-oriented circuit,2022-08-25,2023-12-04,29101.58,0.74,email,B2C,referral,0.57,798538.44,466,2643.97,Different,769436.86,8,August,3,2022,12,December,4,2023,Thursday,3Q2022,high revenue,Muy alto,low budget,Media,0.963556444446181,1713.6018025751073,1,1,0,1,0,510.5540350877194
Managed didactic system engine,2023-07-14,2024-07-18,31358.99,0.7,social media,B2C,referral,0.86,378814.53,370,1107.99,Different,347455.54000000004,7,July,3,2023,7,July,3,2024,Friday,3Q2023,low revenue,Muy alto,medium budget,Alta,0.9172180908689009,1023.8230540540542,1,1,0,1,0,364.63941860465115
Expanded 4thgeneration groupware,2023-04-02,2023-08-23,51725.95,0.7,email,B2B,paid,0.72,654019.7,143,1164.39,Different,602293.75,4,April,2,2023,8,August,3,2023,Sunday,2Q2023,high revenue,Muy alto,high budget,Alta,0.920910715686393,4573.564335664335,1,1,0,0,1,718.4159722222222
Total well-modulated knowledge user,2022-08-22,2023-10-19,28468.75,0.82,webinar,B2C,organic,0.11,151441.9,423,431.96,Different,122973.15,8,August,3,2022,10,October,4,2023,Monday,3Q2022,low revenue,Muy alto,low budget,Baja,0.8120153669493053,358.0186761229314,1,1,0,1,1,2588.068181818182
